"Gender" "Age" "Education" "Income" "PolInterest" "DemSat" "Vote" "UnderstandPol" "TrustGov"
"891" "2" "4" "7" "3" "2" "2" "2" "4" "4"
"892" "2" "4" "7" "2" "4" "2" "2" "3" "1"
"893" "2" "4" "7" "2" "2" "2" "2" "4" "3"
"894" "2" "4" "7" "3" "2" "2" "2" "2" "3"
"895" "2" "4" "7" "2" "2" "2" "1" "2" "3"
"896" "2" "4" "7" "2" "2" "3" "2" "2" "2"
"897" "2" "4" "7" "3" "2" "2" "2" "2" "3"
"898" "2" "5" "8" "2" "2" "2" "2" "3" "4"
"899" "2" "4" "9" "3" "3" "2" "2" "3" "2"
"900" "2" "5" "7" "2" "3" "4" "2" "2" "2"
"901" "2" "4" "7" "2" "3" "3" "2" "2" "3"
"902" "2" "5" "7" "2" "4" "4" "2" "3" "4"
"903" "2" "5" "7" "3" "4" "4" "2" "2" "2"
"904" "2" "5" "7" "2" "2" "3" "1" "3" "3"
"905" "2" "5" "7" "2" "2" "3" "2" "2" "3"
"906" "2" "4" "10" "2" "3" "3" "1" "2" "3"
"907" "2" "4" "8" "1" "3" "3" "2" "4" "3"
"908" "2" "5" "7" "2" "2" "2" "1" "2" "3"
"909" "2" "5" "7" "2" "2" "3" "2" "2" "3"
"910" "2" "5" "7" "3" "2" "3" "2" "2" "3"
"911" "2" "5" "7" "3" "3" "2" "2" "2" "3"
"912" "2" "6" "7" "3" "2" "3" "2" "2" "3"
"913" "2" "4" "7" "2" "1" "3" "2" "2" "4"
"914" "2" "5" "7" "3" "3" "3" "2" "3" "3"
"915" "2" "5" "7" "2" "2" "2" "2" "2" "3"
"916" "2" "5" "7" "3" "2" "3" "2" "2" "2"
"917" "2" "5" "7" "3" "2" "3" "2" "3" "2"
"918" "2" "4" "7" "2" "2" "3" "2" "4" "3"
"919" "2" "5" "7" "3" "2" "3" "2" "2" "2"
"920" "2" "5" "7" "2" "3" "3" "2" "3" "3"
"921" "2" "5" "7" "2" "1" "3" "2" "2" "4"
"922" "2" "4" "9" "2" "2" "3" "2" "2" "3"
"923" "2" "4" "9" "2" "2" "3" "2" "2" "2"
"924" "2" "5" "7" "3" "3" "2" "1" "4" "4"
"925" "2" "5" "7" "2" "2" "3" "2" "2" "3"
"926" "2" "4" "7" "2" "2" "3" "2" "3" "2"
"927" "2" "4" "7" "2" "2" "3" "2" "1" "1"
"928" "2" "5" "7" "1" "2" "3" "2" "1" "2"
"929" "2" "4" "7" "1" "2" "2" "2" "3" "2"
"930" "2" "4" "7" "2" "1" "3" "2" "4" "2"
"931" "2" "5" "7" "3" "2" "2" "2" "2" "3"
"932" "2" "6" "9" "2" "2" "3" "2" "2" "4"
"933" "2" "6" "9" "2" "1" "2" "2" "3" "2"
"934" "2" "6" "7" "3" "3" "2" "2" "3" "3"
"935" "2" "6" "8" "2" "1" "2" "2" "3" "3"
"936" "2" "6" "7" "4" "4" "3" "2" "4" "3"
"937" "2" "7" "7" "3" "3" "3" "2" "3" "2"
"938" "2" "6" "7" "2" "3" "3" "2" "2" "3"
"939" "2" "6" "8" "2" "2" "3" "2" "2" "2"
"940" "2" "7" "7" "3" "1" "3" "2" "2" "2"
"941" "2" "7" "7" "3" "1" "3" "2" "2" "2"
"942" "2" "8" "7" "3" "2" "3" "2" "2" "3"
"943" "2" "7" "7" "2" "1" "3" "2" "2" "2"
"944" "2" "7" "9" "5" "2" "2" "2" "3" "2"
"945" "2" "6" "7" "3" "2" "2" "2" "3" "4"
"946" "2" "7" "7" "3" "2" "3" "2" "3" "4"
"947" "2" "7" "7" "3" "2" "3" "2" "3" "2"
"948" "2" "6" "7" "2" "2" "3" "2" "2" "2"
"949" "2" "7" "7" "3" "3" "3" "2" "3" "2"
"950" "2" "6" "7" "2" "3" "2" "2" "4" "2"
"951" "2" "7" "7" "3" "1" "3" "2" "3" "3"
"952" "2" "6" "7" "2" "2" "3" "2" "2" "2"
"953" "2" "6" "7" "4" "3" "3" "2" "2" "3"
"954" "2" "7" "7" "3" "3" "3" "2" "2" "2"
"955" "2" "6" "7" "2" "3" "3" "2" "1" "2"
"956" "2" "6" "7" "2" "2" "3" "2" "2" "1"
"957" "2" "6" "7" "3" "2" "2" "2" "2" "3"
"958" "2" "9" "3" "2" "1" "3" "2" "4" "3"
"959" "2" "8" "8" "3" "1" "2" "1" "4" "2"
"960" "2" "7" "7" "2" "3" "3" "2" "2" "2"
"961" "2" "8" "7" "2" "3" "2" "2" "3" "2"
"962" "2" "9" "7" "3" "2" "3" "2" "2" "3"
"963" "2" "9" "7" "3" "2" "3" "1" "2" "3"
"964" "2" "8" "5" "2" "1" "3" "2" "2" "2"
"965" "2" "8" "7" "3" "2" "2" "2" "3" "3"
"966" "2" "8" "7" "4" "1" "3" "2" "2" "2"
"967" "2" "8" "5" "2" "2" "3" "2" "2" "3"
"968" "2" "8" "7" "3" "1" "2" "2" "4" "2"
"969" "2" "8" "7" "3" "1" "3" "1" "2" "2"
"970" "2" "9" "3" "3" "3" "3" "2" "3" "3"
"971" "2" "8" "3" "2" "2" "3" "1" "4" "4"
"972" "2" "10" "1" "1" "1" "3" "2" "4" "2"
"973" "2" "10" "7" "3" "1" "2" "2" "2" "2"
"974" "2" "10" "7" "4" "3" "3" "2" "3" "2"
"975" "2" "10" "3" "1" "4" "3" "2" "1" "2"
"976" "2" "10" "5" "3" "2" "2" "2" "2" "3"
"977" "2" "10" "5" "3" "1" "3" "2" "2" "3"
"978" "2" "10" "3" "2" "1" "3" "2" "2" "2"
"979" "2" "10" "7" "3" "1" "3" "2" "2" "3"
"980" "2" "10" "4" "3" "1" "3" "2" "2" "3"
"981" "2" "10" "7" "3" "1" "3" "1" "2" "3"
"982" "2" "10" "5" "1" "3" "3" "2" "2" "2"
"983" "2" "11" "1" "3" "2" "3" "2" "2" "3"
"984" "2" "12" "2" "1" "3" "3" "2" "2" "2"
"985" "2" "10" "9" "4" "3" "3" "2" "3" "3"
"986" "2" "11" "1" "4" "1" "3" "2" "3" "3"
"987" "2" "11" "3" "3" "1" "3" "2" "1" "4"
"988" "2" "11" "1" "2" "1" "3" "2" "4" "3"
"989" "2" "11" "5" "3" "2" "2" "2" "2" "4"
"990" "1" "3" "7" "3" "2" "1" "2" "3" "3"
"991" "1" "3" "7" "3" "3" "3" "2" "3" "2"
"992" "1" "2" "7" "2" "3" "3" "2" "2" "2"
"993" "1" "2" "7" "2" "2" "3" "2" "2" "2"
"994" "1" "4" "7" "1" "4" "2" "2" "4" "4"
"995" "1" "4" "7" "2" "2" "3" "2" "2" "3"
"996" "1" "4" "7" "2" "2" "3" "2" "2" "2"
"997" "1" "4" "7" "2" "2" "3" "2" "3" "3"
"998" "1" "6" "7" "2" "1" "3" "2" "2" "3"
"999" "1" "7" "7" "2" "2" "3" "2" "2" "3"
"1000" "1" "7" "7" "2" "3" "3" "2" "3" "2"
"1001" "1" "8" "7" "2" "3" "3" "2" "3" "2"
"1002" "1" "8" "7" "2" "3" "3" "2" "3" "2"
"1003" "1" "10" "4" "3" "3" "3" "2" "3" "2"
"1004" "1" "10" "1" "2" "2" "3" "2" "2" "2"
"1005" "2" "3" "7" "2" "2" "3" "2" "2" "3"
"1006" "2" "3" "7" "2" "2" "3" "2" "4" "4"
"1007" "2" "3" "8" "2" "3" "3" "2" "3" "3"
"1008" "2" "4" "7" "2" "2" "3" "2" "2" "3"
"1009" "2" "5" "5" "2" "2" "3" "2" "3" "3"
"1010" "2" "4" "9" "3" "3" "3" "2" "3" "2"
"1011" "2" "7" "5" "2" "3" "3" "2" "4" "3"
"1012" "2" "6" "7" "2" "2" "3" "2" "2" "2"
"1013" "2" "9" "7" "2" "2" "3" "2" "1" "3"
"1014" "2" "8" "4" "1" "3" "3" "2" "3" "3"
"1015" "2" "10" "2" "2" "3" "2" "2" "3" "3"
"1016" "2" "10" "1" "2" "3" "3" "2" "2" "2"
"1017" "2" "10" "1" "2" "1" "3" "1" "1" "2"
"1018" "1" "3" "9" "2" "3" "3" "2" "3" "3"
"1019" "1" "3" "9" "5" "3" "3" "2" "3" "2"
"1020" "1" "3" "8" "1" "2" "3" "2" "2" "1"
"1021" "1" "2" "8" "1" "2" "3" "1" "3" "2"
"1022" "1" "2" "7" "1" "3" "3" "1" "1" "3"
"1023" "1" "4" "7" "2" "3" "3" "2" "3" "3"
"1024" "1" "4" "8" "5" "2" "3" "2" "3" "2"
"1025" "1" "5" "7" "2" "2" "3" "2" "3" "2"
"1026" "1" "5" "9" "3" "2" "3" "2" "4" "3"
"1027" "1" "6" "9" "5" "3" "2" "1" "3" "2"
"1028" "1" "6" "3" "1" "2" "2" "2" "2" "3"
"1029" "1" "7" "7" "1" "3" "3" "2" "3" "2"
"1030" "1" "6" "8" "1" "1" "3" "2" "2" "2"
"1031" "1" "8" "7" "1" "2" "3" "2" "1" "2"
"1032" "1" "8" "7" "3" "3" "3" "2" "3" "2"
"1033" "1" "10" "7" "1" "3" "2" "2" "3" "3"
"1034" "1" "10" "3" "1" "4" "3" "2" "2" "3"
"1035" "1" "10" "5" "1" "4" "2" "2" "4" "4"
"1036" "2" "2" "8" "5" "3" "3" "2" "4" "3"
"1037" "2" "3" "7" "3" "2" "3" "2" "3" "3"
"1038" "2" "3" "7" "2" "2" "3" "1" "2" "3"
"1039" "2" "2" "7" "2" "3" "2" "2" "1" "3"
"1040" "2" "3" "9" "2" "2" "2" "2" "3" "3"
"1041" "2" "5" "8" "5" "3" "3" "2" "2" "4"
"1042" "2" "4" "8" "1" "2" "3" "1" "2" "2"
"1043" "2" "5" "7" "2" "2" "3" "2" "4" "1"
"1044" "2" "5" "7" "3" "3" "2" "2" "3" "4"
"1045" "2" "6" "5" "1" "2" "3" "2" "3" "2"
"1046" "2" "6" "7" "1" "2" "3" "2" "1" "1"
"1047" "2" "6" "7" "3" "2" "2" "2" "3" "3"
"1048" "2" "9" "7" "5" "3" "3" "2" "2" "3"
"1049" "2" "7" "7" "2" "1" "2" "2" "2" "3"
"1050" "2" "10" "3" "1" "3" "3" "2" "2" "2"
"1051" "2" "10" "5" "1" "2" "3" "2" "1" "1"
"1052" "2" "12" "2" "5" "2" "3" "2" "1" "2"
"1053" "1" "2" "8" "1" "1" "2" "1" "3" "3"
"1054" "1" "3" "8" "2" "2" "3" "1" "3" "2"
"1055" "1" "2" "9" "5" "3" "4" "2" "3" "2"
"1056" "1" "2" "8" "1" "2" "3" "1" "2" "3"
"1057" "1" "5" "9" "2" "3" "2" "2" "3" "2"
"1058" "1" "4" "7" "1" "4" "3" "1" "4" "2"
"1059" "1" "4" "9" "1" "3" "2" "1" "2" "3"
"1060" "1" "4" "9" "1" "3" "2" "2" "4" "2"
"1061" "1" "7" "8" "2" "3" "2" "2" "4" "2"
"1062" "1" "7" "7" "3" "2" "2" "2" "2" "3"
"1063" "1" "6" "7" "1" "3" "3" "1" "3" "2"
"1064" "1" "7" "7" "4" "3" "2" "2" "3" "1"
"1065" "1" "9" "5" "3" "3" "3" "2" "2" "2"
"1066" "1" "9" "7" "1" "2" "3" "2" "2" "1"
"1067" "1" "10" "5" "4" "2" "3" "2" "2" "2"
"1068" "1" "10" "3" "1" "3" "3" "2" "3" "3"
"1069" "1" "12" "3" "4" "4" "4" "1" "1" "1"
"1070" "2" "3" "7" "3" "3" "3" "1" "2" "2"
"1071" "2" "3" "9" "1" "3" "2" "2" "3" "3"
"1072" "2" "3" "7" "2" "1" "2" "2" "3" "2"
"1073" "2" "3" "7" "1" "3" "2" "1" "2" "3"
"1074" "2" "5" "7" "3" "2" "2" "2" "2" "2"
"1075" "2" "5" "2" "5" "2" "2" "2" "1" "2"
"1076" "2" "4" "8" "1" "3" "3" "2" "3" "3"
"1077" "2" "4" "7" "3" "2" "1" "2" "4" "4"
"1078" "2" "6" "7" "5" "3" "3" "2" "2" "3"
"1079" "2" "6" "7" "2" "2" "3" "1" "1" "2"
"1080" "2" "6" "9" "2" "3" "3" "2" "2" "3"
"1081" "2" "8" "3" "1" "2" "2" "2" "2" "2"
"1082" "2" "9" "5" "1" "3" "3" "2" "3" "2"
"1083" "2" "10" "1" "4" "2" "4" "2" "2" "2"
"1084" "2" "10" "4" "1" "2" "2" "2" "1" "3"
"1085" "2" "11" "2" "5" "2" "2" "2" "4" "3"
"1086" "1" "3" "7" "3" "2" "2" "2" "2" "3"
"1087" "1" "2" "8" "1" "3" "3" "1" "3" "2"
"1088" "1" "3" "7" "3" "2" "2" "2" "2" "2"
"1089" "1" "3" "8" "2" "3" "2" "2" "4" "3"
"1090" "1" "5" "7" "1" "2" "2" "2" "3" "2"
"1091" "1" "5" "7" "2" "4" "2" "2" "3" "3"
"1092" "1" "4" "8" "1" "4" "3" "2" "3" "3"
"1093" "1" "5" "7" "1" "2" "2" "2" "3" "2"
"1094" "1" "6" "7" "3" "2" "2" "2" "3" "4"
"1095" "1" "6" "9" "4" "2" "2" "2" "3" "4"
"1096" "1" "7" "2" "1" "4" "2" "1" "2" "3"
"1097" "1" "6" "7" "5" "2" "2" "1" "3" "3"
"1098" "1" "8" "7" "5" "2" "3" "2" "2" "3"
"1099" "1" "8" "7" "4" "2" "2" "2" "3" "2"
"1100" "1" "10" "9" "3" "3" "2" "2" "3" "3"
"1101" "2" "2" "9" "1" "3" "3" "2" "4" "3"
"1102" "2" "3" "8" "1" "2" "2" "2" "2" "3"
"1103" "2" "2" "8" "5" "3" "2" "2" "2" "3"
"1104" "2" "3" "8" "4" "3" "3" "2" "4" "3"
"1105" "2" "5" "7" "1" "2" "2" "2" "3" "4"
"1106" "2" "4" "9" "4" "1" "2" "1" "3" "3"
"1107" "2" "5" "7" "2" "3" "3" "1" "3" "2"
"1108" "2" "5" "7" "1" "3" "3" "2" "4" "4"
"1109" "2" "7" "8" "5" "1" "2" "2" "1" "4"
"1110" "2" "6" "7" "2" "2" "2" "2" "2" "3"
"1111" "2" "6" "7" "2" "3" "3" "2" "2" "2"
"1112" "2" "6" "7" "3" "1" "1" "1" "3" "3"
"1113" "2" "8" "7" "2" "2" "3" "2" "2" "3"
"1114" "2" "8" "4" "3" "2" "2" "2" "3" "3"
"1115" "2" "10" "3" "1" "3" "3" "2" "2" "2"
"1116" "2" "12" "1" "2" "1" "2" "2" "3" "3"
"1117" "1" "2" "7" "3" "1" "2" "1" "3" "2"
"1118" "1" "2" "8" "3" "3" "2" "2" "3" "3"
"1119" "1" "4" "8" "2" "2" "2" "2" "3" "3"
"1120" "1" "5" "8" "2" "2" "3" "2" "4" "2"
"1121" "1" "6" "5" "3" "3" "3" "2" "3" "2"
"1122" "1" "6" "9" "3" "4" "1" "2" "3" "2"
"1123" "1" "9" "3" "1" "2" "2" "2" "3" "4"
"1124" "1" "10" "1" "1" "2" "2" "2" "2" "2"
"1125" "1" "12" "5" "1" "1" "2" "2" "3" "1"
"1126" "2" "2" "8" "2" "2" "2" "2" "3" "2"
"1127" "2" "5" "8" "3" "2" "2" "2" "3" "3"
"1128" "2" "4" "7" "2" "3" "2" "2" "2" "4"
"1129" "2" "6" "6" "3" "2" "2" "2" "2" "1"
"1130" "2" "9" "7" "4" "4" "3" "2" "3" "3"
"1131" "2" "10" "1" "5" "2" "2" "2" "3" "2"
"1132" "2" "10" "1" "4" "2" "3" "2" "1" "4"
"1133" "2" "11" "1" "1" "2" "2" "2" "2" "2"
"1134" "1" "3" "9" "1" "2" "3" "2" "2" "4"
"1135" "1" "3" "7" "4" "3" "2" "2" "2" "4"
"1136" "1" "2" "8" "3" "3" "3" "1" "2" "4"
"1137" "1" "3" "7" "1" "2" "3" "1" "3" "4"
"1138" "1" "4" "7" "3" "3" "3" "2" "2" "4"
"1139" "1" "4" "7" "5" "3" "3" "2" "2" "3"
"1140" "1" "4" "7" "3" "3" "3" "2" "2" "3"
"1141" "1" "4" "7" "2" "1" "2" "1" "3" "3"
"1142" "1" "5" "7" "1" "1" "3" "1" "3" "4"
"1143" "1" "6" "7" "2" "3" "3" "2" "3" "2"
"1144" "1" "6" "5" "4" "4" "2" "1" "4" "3"
"1145" "1" "6" "8" "1" "2" "2" "2" "3" "3"
"1146" "1" "9" "7" "1" "3" "3" "2" "3" "3"
"1147" "1" "9" "5" "1" "3" "2" "2" "2" "2"
"1148" "1" "10" "7" "5" "3" "1" "2" "4" "3"
"1149" "1" "10" "9" "1" "1" "3" "2" "3" "4"
"1150" "1" "11" "3" "5" "2" "2" "2" "2" "3"
"1151" "2" "2" "7" "1" "2" "3" "1" "3" "3"
"1152" "2" "2" "8" "3" "3" "3" "1" "3" "3"
"1153" "2" "2" "8" "3" "3" "3" "1" "2" "3"
"1154" "2" "3" "7" "1" "2" "2" "2" "3" "2"
"1155" "2" "4" "8" "3" "3" "3" "2" "2" "4"
"1156" "2" "5" "7" "3" "2" "3" "2" "1" "3"
"1157" "2" "4" "6" "5" "3" "3" "1" "3" "3"
"1158" "2" "5" "7" "1" "3" "2" "2" "2" "2"
"1159" "2" "4" "7" "2" "2" "2" "1" "2" "4"
"1160" "2" "6" "8" "4" "2" "3" "2" "2" "3"
"1161" "2" "6" "7" "4" "3" "3" "2" "2" "3"
"1162" "2" "7" "7" "2" "1" "3" "2" "3" "4"
"1163" "2" "8" "7" "2" "3" "3" "2" "2" "3"
"1164" "2" "8" "5" "1" "3" "3" "2" "3" "2"
"1165" "2" "10" "1" "4" "3" "2" "2" "1" "2"
"1166" "2" "10" "3" "2" "1" "2" "2" "2" "4"
"1167" "2" "11" "2" "1" "1" "3" "1" "3" "2"
"1168" "1" "2" "8" "3" "3" "2" "2" "3" "3"
"1169" "1" "3" "7" "1" "2" "3" "2" "4" "1"
"1170" "1" "5" "7" "5" "3" "2" "2" "3" "4"
"1171" "1" "5" "7" "2" "1" "3" "1" "3" "4"
"1172" "1" "6" "7" "1" "2" "3" "1" "3" "3"
"1173" "1" "7" "9" "2" "3" "2" "1" "2" "3"
"1174" "1" "6" "7" "1" "2" "3" "2" "2" "4"
"1175" "1" "8" "7" "5" "4" "3" "2" "3" "4"
"1176" "1" "8" "5" "2" "3" "2" "2" "4" "4"
"1177" "1" "10" "3" "1" "2" "2" "2" "2" "4"
"1178" "1" "10" "6" "1" "3" "3" "2" "3" "3"
"1179" "1" "10" "3" "2" "3" "3" "2" "3" "3"
"1180" "2" "2" "8" "3" "3" "2" "1" "3" "3"
"1181" "2" "2" "8" "2" "3" "2" "1" "2" "3"
"1182" "2" "4" "7" "2" "3" "3" "2" "3" "3"
"1183" "2" "4" "8" "3" "1" "3" "1" "3" "3"
"1184" "2" "7" "7" "4" "3" "3" "2" "3" "3"
"1185" "2" "7" "3" "1" "1" "2" "1" "3" "3"
"1186" "2" "9" "7" "1" "2" "3" "2" "3" "3"
"1187" "2" "9" "3" "1" "1" "3" "2" "3" "3"
"1188" "2" "10" "3" "1" "2" "3" "2" "2" "4"
"1189" "2" "10" "9" "1" "2" "2" "2" "2" "3"
"1190" "2" "12" "2" "1" "2" "3" "2" "3" "4"
"1191" "2" "11" "1" "1" "1" "3" "2" "3" "4"
"1192" "1" "2" "8" "3" "2" "3" "2" "4" "4"
"1193" "1" "3" "7" "2" "2" "3" "2" "4" "1"
"1194" "1" "2" "8" "3" "1" "3" "1" "3" "3"
"1195" "1" "3" "9" "3" "2" "3" "1" "3" "3"
"1196" "1" "2" "8" "3" "3" "3" "2" "4" "3"
"1197" "1" "3" "7" "1" "2" "2" "1" "3" "3"
"1198" "1" "4" "7" "1" "4" "3" "2" "4" "2"
"1199" "1" "5" "7" "2" "3" "4" "1" "3" "4"
"1200" "1" "5" "8" "4" "3" "3" "2" "4" "2"
"1201" "1" "5" "9" "2" "3" "3" "2" "2" "2"
"1202" "1" "5" "9" "1" "3" "3" "2" "3" "2"
"1203" "1" "5" "9" "2" "3" "3" "2" "3" "2"
"1204" "1" "6" "9" "3" "3" "2" "2" "2" "2"
"1205" "1" "7" "7" "2" "2" "3" "2" "3" "3"
"1206" "1" "7" "9" "2" "3" "3" "2" "3" "2"
"1207" "1" "7" "5" "1" "3" "3" "2" "2" "2"
"1208" "1" "6" "9" "2" "2" "3" "2" "3" "4"
"1209" "1" "9" "5" "2" "3" "3" "2" "3" "3"
"1210" "1" "9" "5" "1" "3" "3" "2" "2" "3"
"1211" "1" "8" "5" "3" "3" "3" "2" "3" "1"
"1212" "1" "10" "3" "2" "3" "3" "2" "2" "2"
"1213" "1" "10" "5" "2" "4" "2" "2" "2" "3"
"1214" "1" "11" "3" "2" "2" "3" "2" "3" "3"
"1215" "2" "3" "9" "3" "2" "2" "2" "3" "2"
"1216" "2" "2" "7" "3" "2" "3" "2" "4" "2"
"1217" "2" "2" "8" "3" "2" "4" "2" "3" "2"
"1218" "2" "3" "7" "2" "2" "3" "2" "2" "3"
"1219" "2" "2" "7" "3" "3" "2" "2" "3" "2"
"1220" "2" "4" "7" "1" "2" "2" "2" "2" "2"
"1221" "2" "5" "7" "1" "2" "3" "2" "3" "1"
"1222" "2" "5" "7" "4" "3" "3" "2" "3" "3"
"1223" "2" "4" "7" "3" "3" "3" "2" "2" "2"
"1224" "2" "4" "7" "1" "3" "3" "2" "2" "2"
"1225" "2" "5" "8" "2" "2" "3" "2" "2" "3"
"1226" "2" "7" "5" "2" "2" "3" "2" "3" "3"
"1227" "2" "7" "8" "3" "2" "3" "2" "3" "3"
"1228" "2" "7" "7" "2" "2" "3" "2" "2" "2"
"1229" "2" "6" "7" "2" "2" "2" "2" "2" "2"
"1230" "2" "7" "5" "1" "3" "2" "2" "2" "3"
"1231" "2" "9" "3" "2" "2" "3" "2" "2" "2"
"1232" "2" "8" "8" "2" "2" "4" "2" "3" "3"
"1233" "2" "9" "5" "2" "3" "3" "2" "3" "2"
"1234" "2" "10" "5" "2" "3" "3" "2" "3" "4"
"1235" "2" "10" "3" "1" "3" "3" "2" "3" "1"
"1236" "2" "10" "1" "1" "1" "3" "2" "3" "3"
"1237" "2" "12" "1" "3" "2" "2" "2" "2" "4"
"1238" "2" "12" "2" "4" "3" "3" "2" "1" "1"
"1239" "2" "12" "1" "1" "2" "2" "2" "2" "1"
"1240" "1" "3" "9" "2" "3" "1" "1" "4" "4"
"1241" "1" "5" "8" "2" "3" "3" "2" "2" "4"
"1242" "1" "6" "7" "1" "3" "3" "2" "3" "2"
"1243" "1" "9" "3" "1" "3" "3" "2" "3" "2"
"1244" "1" "10" "3" "1" "3" "3" "2" "2" "2"
"1245" "1" "11" "7" "2" "3" "3" "2" "3" "2"
"1246" "2" "2" "7" "3" "3" "3" "2" "2" "2"
"1247" "2" "5" "6" "2" "2" "3" "2" "2" "2"
"1248" "2" "6" "7" "2" "2" "3" "2" "3" "3"
"1249" "2" "8" "5" "1" "3" "2" "2" "2" "3"
"1250" "2" "10" "3" "2" "2" "3" "2" "4" "3"
"1251" "2" "12" "2" "1" "3" "3" "2" "4" "3"
"1252" "1" "2" "8" "4" "3" "3" "2" "2" "3"
"1253" "1" "2" "8" "2" "3" "3" "2" "3" "2"
"1254" "1" "3" "7" "1" "3" "3" "2" "3" "2"
"1255" "1" "2" "8" "2" "2" "2" "2" "2" "3"
"1256" "1" "5" "9" "3" "3" "3" "2" "2" "3"
"1257" "1" "5" "7" "2" "3" "3" "2" "3" "3"
"1258" "1" "4" "7" "1" "3" "3" "2" "2" "2"
"1259" "1" "5" "7" "2" "3" "3" "2" "2" "2"
"1260" "1" "4" "8" "2" "2" "3" "2" "2" "2"
"1261" "1" "6" "7" "2" "3" "3" "2" "3" "3"
"1262" "1" "7" "7" "2" "2" "3" "2" "2" "2"
"1263" "1" "7" "7" "2" "3" "3" "2" "2" "2"
"1264" "1" "9" "7" "2" "3" "3" "2" "3" "2"
"1265" "1" "9" "3" "2" "4" "3" "2" "2" "3"
"1266" "1" "10" "3" "1" "3" "3" "2" "3" "2"
"1267" "1" "12" "3" "4" "3" "3" "2" "1" "1"
"1268" "2" "2" "8" "2" "3" "3" "2" "2" "3"
"1269" "2" "3" "7" "2" "3" "3" "1" "2" "2"
"1270" "2" "3" "7" "2" "3" "3" "2" "2" "2"
"1271" "2" "5" "7" "2" "3" "3" "2" "2" "2"
"1272" "2" "5" "7" "2" "3" "3" "2" "2" "2"
"1273" "2" "5" "9" "2" "3" "3" "2" "3" "1"
"1274" "2" "5" "7" "2" "3" "2" "2" "2" "3"
"1275" "2" "5" "7" "2" "3" "3" "2" "2" "2"
"1276" "2" "7" "5" "2" "2" "3" "2" "2" "2"
"1277" "2" "6" "7" "2" "3" "3" "2" "2" "3"
"1278" "2" "6" "7" "2" "3" "3" "2" "2" "2"
"1279" "2" "9" "3" "1" "3" "3" "2" "3" "2"
"1280" "2" "9" "3" "1" "3" "3" "2" "2" "2"
"1281" "2" "10" "3" "2" "3" "3" "2" "3" "2"
"1282" "2" "10" "3" "1" "3" "3" "2" "2" "2"
"1283" "2" "10" "3" "3" "4" "4" "2" "2" "1"
"1284" "1" "2" "8" "2" "3" "3" "2" "2" "2"
"1285" "1" "2" "8" "2" "3" "3" "1" "2" "3"
"1286" "1" "2" "8" "2" "3" "3" "2" "2" "2"
"1287" "1" "4" "7" "1" "3" "3" "2" "2" "2"
"1288" "1" "5" "7" "2" "3" "3" "2" "2" "2"
"1289" "1" "4" "7" "2" "4" "3" "2" "3" "3"
"1290" "1" "4" "7" "2" "3" "3" "2" "2" "2"
"1291" "1" "6" "7" "1" "3" "3" "2" "2" "3"
"1292" "1" "6" "8" "2" "3" "3" "2" "2" "2"
"1293" "1" "8" "3" "1" "4" "3" "2" "3" "3"
"1294" "1" "8" "5" "1" "3" "3" "2" "2" "2"
"1295" "1" "9" "7" "2" "3" "3" "2" "2" "2"
"1296" "1" "10" "2" "1" "3" "3" "2" "3" "3"
"1297" "1" "10" "5" "1" "3" "3" "2" "2" "3"
"1298" "1" "10" "5" "2" "3" "3" "2" "2" "2"
"1299" "1" "11" "2" "1" "2" "3" "2" "2" "3"
"1300" "2" "2" "7" "2" "3" "3" "1" "2" "2"
"1301" "2" "3" "7" "1" "3" "3" "2" "2" "3"
"1302" "2" "5" "7" "2" "3" "3" "2" "3" "2"
"1303" "2" "4" "7" "1" "3" "3" "2" "2" "2"
"1304" "2" "7" "7" "1" "3" "3" "2" "3" "2"
"1305" "2" "7" "7" "1" "3" "3" "2" "2" "3"
"1306" "2" "8" "5" "2" "3" "3" "2" "3" "2"
"1307" "2" "8" "3" "1" "3" "2" "2" "3" "2"
"1308" "2" "8" "3" "2" "3" "3" "2" "3" "3"
"1309" "2" "10" "3" "1" "3" "3" "2" "3" "3"
"1310" "2" "10" "2" "1" "3" "3" "2" "3" "2"
"1311" "2" "10" "3" "1" "3" "3" "2" "2" "3"
"1312" "2" "10" "3" "1" "3" "3" "2" "2" "2"
"1313" "2" "11" "3" "1" "3" "3" "2" "2" "3"
"1314" "2" "12" "3" "2" "3" "3" "2" "3" "2"
"1315" "2" "10" "3" "1" "3" "3" "2" "2" "2"
"1316" "1" "2" "3" "2" "2" "2" "1" "2" "3"
"1317" "1" "3" "8" "1" "2" "3" "2" "2" "2"
"1318" "1" "3" "8" "1" "3" "2" "1" "4" "3"
"1319" "1" "3" "8" "2" "1" "3" "1" "3" "2"
"1320" "1" "2" "8" "2" "3" "3" "2" "4" "2"
"1321" "1" "2" "8" "4" "3" "3" "1" "3" "4"
"1322" "1" "2" "7" "2" "1" "3" "1" "3" "3"
"1323" "1" "2" "8" "2" "3" "2" "1" "3" "3"
"1324" "1" "3" "8" "3" "3" "2" "1" "3" "3"
"1325" "1" "4" "7" "3" "2" "3" "2" "2" "3"
"1326" "1" "4" "7" "5" "3" "2" "2" "4" "2"
"1327" "1" "4" "8" "3" "2" "3" "1" "3" "2"
"1328" "1" "5" "7" "1" "3" "3" "2" "3" "2"
"1329" "1" "4" "7" "1" "3" "3" "1" "2" "2"
